atc_code	atc_name	snomed_code	snomed_label	ddd	uom	adm_r	note
J01GB06	amikacin	387266001	Amikacin (substance)	1	g	P	NA
J01GB07	netilmicin	387110005	Netilmicin (substance)	0.35	g	O	NA
J01GB07	netilmicin	387110005	Netilmicin (substance)	0.35	g	P	NA
J01GB08	sisomicin	96031003	Sisomicin (substance)	0.24	g	P	NA
J01GB11	isepamicin	725577008	Isepamicin (substance)	0.4	g	P	NA
J01GB12	arbekacin	725569009	Arbekacin (substance)	0.2	g	P	NA
J01MA01	ofloxacin	387551000	Ofloxacin (substance)	0.4	g	O	NA
J01MA01	ofloxacin	387551000	Ofloxacin (substance)	0.4	g	P	NA
J01MA02	ciprofloxacin	372840008	Ciprofloxacin (substance)	1	g	O	NA
J01MA02	ciprofloxacin	372840008	Ciprofloxacin (substance)	0.8	g	P	NA
J01MA03	pefloxacin	96089009	Pefloxacin (substance)	0.8	g	O	NA
J01MA03	pefloxacin	96089009	Pefloxacin (substance)	0.8	g	P	NA
J01MA04	enoxacin	387550004	Enoxacin (substance)	0.8	g	O	NA
J01MA05	temafloxacin	387555009	Temafloxacin (substance)	0.8	g	O	NA
J01MA06	norfloxacin	387271008	Norfloxacin (substance)	0.8	g	O	NA
J01MA07	lomefloxacin	387553002	Lomefloxacin (substance)	0.4	g	O	NA
J01MA08	fleroxacin	96085003	Fleroxacin (substance)	0.4	g	O	NA
J01MA08	fleroxacin	96085003	Fleroxacin (substance)	0.4	g	P	NA
J01MA09	sparfloxacin	387554008	Sparfloxacin (substance)	0.2	g	O	NA
J01MA10	rufloxacin	717102009	Rufloxacin (substance)	0.2	g	O	NA
J01MA11	grepafloxacin	386892006	Grepafloxacin (substance)	0.4	g	O	NA
J01MA12	levofloxacin	387552007	Levofloxacin (substance)	0.24	g	Inhal.solution	NA
J01MA12	levofloxacin	387552007	Levofloxacin (substance)	0.5	g	O	NA
J01MA12	levofloxacin	387552007	Levofloxacin (substance)	0.5	g	P	NA
J01MA13	trovafloxacin	96092008	Trovafloxacin (substance)	0.2	g	O	NA
J01MA13	trovafloxacin	96092008	Trovafloxacin (substance)	0.2	g	P	NA
J01MA14	moxifloxacin	412439003	Moxifloxacin (substance)	0.4	g	O	NA
J01MA14	moxifloxacin	412439003	Moxifloxacin (substance)	0.4	g	P	NA
J01MA15	gemifloxacin	407086007	Gemifloxacin (substance)	0.32	g	O	NA
J01MA16	gatifloxacin	116349004	Gatifloxacin (substance)	0.4	g	O	NA
J01MA16	gatifloxacin	116349004	Gatifloxacin (substance)	0.4	g	P	NA
J01MA17	prulifloxacin	703590007	Prulifloxacin (substance)	0.6	g	O	NA
J01MA21	sitafloxacin	96082000	Sarafloxacin (substance)	0.1	g	O	NA
J01MA23	delafloxacin	735011001	Delafloxacin (substance)	0.9	g	O	NA
J01MA23	delafloxacin	735011001	Delafloxacin (substance)	0.6	g	P	NA
J01MB01	rosoxacin	387556005	Rosoxacin (substance)	0.3	g	O	NA
J01MB02	nalidixic acid	387261006	Nalidixic acid (substance)	4	g	O	NA
J01MB03	piromidic acid	96079005	Pipemidic acid (substance)	2	g	O	NA
J01MB04	pipemidic acid	96079005	Pipemidic acid (substance)	0.8	g	O	NA
J01MB05	oxolinic acid	66653008	Oxolinic acid (substance)	1	g	O	NA
J01MB06	cinoxacin	387549004	Cinoxacin (substance)	1	g	O	NA
J01MB07	flumequine	765389005	Flumequine (substance)	1.2	g	O	NA
J01XA01	vancomycin	372735009	Vancomycin (substance)	2	g	P	NA
J01XA02	teicoplanin	387529008	Teicoplanin (substance)	0.4	g	P	NA
J01XA04	dalbavancin	703917001	Dalbavancin (substance)	1.5	g	P	course dose
J01XB01	colistin	387412007	Colistin (substance)	3	MU	Inhal.powder	NA
J01XB01	colistin	387412007	Colistin (substance)	3	MU	Inhal.solution	NA
J01XB01	colistin	387412007	Colistin (substance)	9	MU	P	NA
J01XB02	polymyxin B	372824005	Polymyxin B (substance)	0.15	g	P	NA
J01XC01	fusidic acid	387530003	Fusidic acid (substance)	1.5	g	O	NA
J01XC01	fusidic acid	387530003	Fusidic acid (substance)	1.5	g	P	NA
J01XD01	metronidazole	372602008	Metronidazole (substance)	1.5	g	P	NA
J01XD02	tinidazole	395907001	Tinidazole (substance)	1.5	g	P	NA
J01XD03	ornidazole	442924004	Ornidazole (substance)	1	g	P	NA
J01XE01	nitrofurantoin	373543005	Nitrofurantoin (substance)	0.2	g	O	NA
J01XE02	nifurtoinol	713437001	Nifurtoinol (substance)	0.16	g	O	NA
J01XX01	fosfomycin	372534005	Fosfomycin (substance)	3	g	O	NA
J01XX01	fosfomycin	372534005	Fosfomycin (substance)	8	g	P	NA
J01XX04	spectinomycin	372882007	Spectinomycin (substance)	3	g	P	NA
J01XX05	methenamine	372773008	Methenamine (substance)	2	g	O	hippurate
J01XX05	methenamine	372773008	Methenamine (substance)	3	g	O	mandelate
J01XX06	mandelic acid	395778000	Mandelic acid (substance)	12	g	O	NA
J01XX07	nitroxoline	703481003	Nitroxoline (substance)	1	g	O	NA
J01XX08	linezolid	387056004	Linezolid (substance)	1.2	g	O	NA
J01XX08	linezolid	387056004	Linezolid (substance)	1.2	g	P	NA
J01XX09	daptomycin	406439009	Daptomycin (substance)	0.28	g	P	NA
J01XX11	tedizolid	703912007	Tedizolid (substance)	0.2	g	O	NA
J01XX11	tedizolid	703912007	Tedizolid (substance)	0.2	g	P	NA
J02AA01	amphotericin B	77703004	Amphotericin B (substance)	35	mg	P	NA
J02AB01	miconazole	372738006	Miconazole (substance)	1	g	P	NA
J02AB02	ketoconazole	387216007	Ketoconazole (substance)	0.2	g	O	NA
J02AC01	fluconazole	387174006	Fluconazole (substance)	0.2	g	O	NA
J02AC01	fluconazole	387174006	Fluconazole (substance)	0.2	g	P	NA
J02AC02	itraconazole	387532006	Itraconazole (substance)	0.2	g	O	NA
J02AC02	itraconazole	387532006	Itraconazole (substance)	0.2	g	P	NA
J02AC03	voriconazole	385469007	Voriconazole (substance)	0.4	g	O	NA
J02AC03	voriconazole	385469007	Voriconazole (substance)	0.4	g	P	NA
J02AC04	posaconazole	421747003	Posaconazole (substance)	0.3	g	O	NA
J02AC04	posaconazole	421747003	Posaconazole (substance)	0.3	g	P	NA
J02AC05	isavuconazole	765386003	Isavuconazole (substance)	0.2	g	O	NA
J02AC05	isavuconazole	765386003	Isavuconazole (substance)	0.2	g	P	NA
J02AX01	flucytosine	387155003	Flucytosine (substance)	10	g	O	NA
J02AX01	flucytosine	387155003	Flucytosine (substance)	10	g	P	NA
J02AX04	caspofungin	413770001	Caspofungin (substance)	50	mg	P	NA
J02AX05	micafungin	416127003	Micafungin (substance)	0.1	g	P	NA
J02AX06	anidulafungin	422157006	Anidulafungin (substance)	0.1	g	P	NA
J04AA01	4-aminosalicylic acid	255666002	Para-aminosalicylic acid (substance)	12	g	O	NA
J04AA02	sodium aminosalicylate	20231007	Aminosalicylate sodium (substance)	14	g	O	NA
J04AA02	sodium aminosalicylate	20231007	Aminosalicylate sodium (substance)	14	g	P	NA
J04AA03	calcium aminosalicylate	65222005	Calcium aminosalicylate (substance)	15	g	O	NA
J04AB01	cycloserine	387282000	Cycloserine (substance)	0.75	g	O	NA
J04AB02	rifampicin	387159009	Rifampicin (substance)	0.6	g	O	NA
J04AB02	rifampicin	387159009	Rifampicin (substance)	0.6	g	P	NA
J04AB03	rifamycin	768973004	Rifamycin (substance)	0.6	g	P	NA
J04AB04	rifabutin	386893001	Rifabutin (substance)	0.15	g	O	NA
J04AB05	rifapentine	108686006	Rifapentine (substance)	0.11	g	O	NA
J04AB30	capreomycin	387081001	Capreomycin (substance)	1	g	P	NA
J04AC01	isoniazid	387472004	Isoniazid (substance)	0.3	g	O	NA
J04AC01	isoniazid	387472004	Isoniazid (substance)	0.3	g	P	NA
J04AD01	protionamide	703589003	Protionamide (substance)	0.75	g	O	NA
J04AD03	ethionamide	32800009	Ethionamide (substance)	0.75	g	O	NA
J04AK01	pyrazinamide	387076005	Pyrazinamide (substance)	1.5	g	O	NA
J04AK02	ethambutol	387129004	Ethambutol (substance)	1.2	g	O	NA
J04AK02	ethambutol	387129004	Ethambutol (substance)	1.2	g	P	NA
J04AK05	bedaquiline	714086004	Bedaquiline (substance)	86	mg	O	NA
J04AK06	delamanid	714097004	Delamanid (substance)	0.2	g	O	NA
J04BA01	clofazimine	387410004	Clofazimine (substance)	0.1	g	O	NA
J04BA02	dapsone	387096002	Dapsone (substance)	50	mg	O	NA
J05AB01	aciclovir	372729009	Aciclovir (substance)	4	g	O	NA
J05AB01	aciclovir	372729009	Aciclovir (substance)	4	g	P	NA
J05AB03	vidarabine	373759007	Vidarabine (substance)	0.7	g	P	NA
J05AB06	ganciclovir	372848001	Ganciclovir (substance)	3	g	O	NA
J05AB06	ganciclovir	372848001	Ganciclovir (substance)	0.5	g	P	NA
J05AB09	famciclovir	387557001	Famciclovir (substance)	0.75	g	O	NA
J05AB11	valaciclovir	96098007	Valaciclovir (substance)	3	g	O	NA
J05AB12	cidofovir	386894007	Cidofovir (substance)	25	mg	P	NA
J05AB14	valganciclovir	129476000	Valganciclovir (substance)	0.9	g	O	NA
J05AB15	brivudine	698049003	Brivudine (substance)	0.125	g	O	NA
J05AC02	rimantadine	372532009	Rimantadine (substance)	0.2	g	O	NA
J05AD01	foscarnet	372902006	Foscarnet (substance)	6.5	g	P	NA
J05AE01	saquinavir	372530001	Saquinavir (substance)	1.8	g	O	NA
J05AE02	indinavir	372529006	Indinavir (substance)	2.4	g	O	NA
J05AE03	ritonavir	386896009	Ritonavir (substance)	1.2	g	O	NA
J05AE04	nelfinavir	373445001	Nelfinavir (substance)	2.25	g	O	NA
J05AE05	amprenavir	387006009	Amprenavir (substance)	1.2	g	O	NA
J05AE07	fosamprenavir	407017006	Fosamprenavir (substance)	1.4	g	O	NA
J05AE08	atazanavir	413592000	Atazanavir (substance)	0.3	g	O	NA
J05AE09	tipranavir	419409009	Tipranavir (substance)	1	g	O	NA
J05AE10	darunavir	423888002	Darunavir (substance)	1.2	g	O	NA
J05AF01	zidovudine	387151007	Zidovudine (substance)	0.6	g	O	NA
J05AF01	zidovudine	387151007	Zidovudine (substance)	0.6	g	P	NA
J05AF02	didanosine	387105006	Didanosine (substance)	0.4	g	O	NA
J05AF03	zalcitabine	387187000	Zalcitabine (substance)	2.25	mg	O	NA
J05AF04	stavudine	386895008	Stavudine (substance)	80	mg	O	NA
J05AF05	lamivudine	386897000	Lamivudine (substance)	0.3	g	O	NA
J05AF06	abacavir	387005008	Abacavir (substance)	0.6	g	O	NA
J05AF07	tenofovir disoproxil	421203005	Tenofovir disoproxil (substance)	0.245	g	O	NA
J05AF08	adefovir dipivoxil	409114008	Adefovir dipivoxil (substance)	10	mg	O	NA
J05AF09	emtricitabine	404856006	Emtricitabine (substance)	0.2	g	O	NA
J05AF10	entecavir	416644000	Entecavir (substance)	0.5	mg	O	NA
J05AF11	telbivudine	425347005	Telbivudine (substance)	0.6	g	O	NA
J05AF13	tenofovir alafenamide	715220007	Tenofovir alafenamide (substance)	25	mg	O	NA
J05AG01	nevirapine	386898005	Nevirapine (substance)	0.4	g	O	NA
J05AG02	delavirdine	108710001	Delavirdine (substance)	1.2	g	O	NA
J05AG03	efavirenz	387001004	Efavirenz (substance)	0.6	g	O	NA
J05AG04	etravirine	432121008	Etravirine (substance)	0.4	g	O	NA
J05AG05	rilpivirine	703123005	Rilpivirine (substance)	25	mg	O	NA
J05AG06	doravirine	781493004	Doravirine (substance)	0.1	g	O	NA
J05AH01	zanamivir	387010007	Zanamivir (substance)	20	mg	Inhal.powder	NA
J05AH02	oseltamivir	412261005	Oseltamivir (substance)	0.15	g	O	NA
J05AH03	peramivir	716121006	Peramivir (substance)	0.6	g	P	NA
J05AJ01	raltegravir	429707008	Raltegravir (substance)	0.8	g	O	NA
J05AJ03	dolutegravir	713464000	Dolutegravir (substance)	50	mg	O	NA
J05AP01	ribavirin	387188005	Ribavirin (substance)	6	g	Inhal.solution	NA
J05AP01	ribavirin	387188005	Ribavirin (substance)	1	g	O	NA
J05AP02	telaprevir	698806003	Telaprevir (substance)	2.25	g	O	NA
J05AP03	boceprevir	698183007	Boceprevir (substance)	2.4	g	O	NA
J05AP05	simeprevir	708823009	Simeprevir (substance)	0.15	g	O	NA
J05AP06	asunaprevir	715390003	Asunaprevir (substance)	0.2	g	O	NA
J05AP07	daclatasvir	712519008	Daclatasvir (substance)	60	mg	O	NA
J05AP08	sofosbuvir	710806008	Sofosbuvir (substance)	0.4	g	O	NA
J05AP09	dasabuvir	714104000	Dasabuvir (substance)	0.5	g	O	NA
J05AP10	elbasvir	716042006	Elbasvir (substance)	50	mg	O	NA
J05AP11	grazoprevir	716041004	Grazoprevir (substance)	0.1	g	O	NA
J05AX01	moroxydine	703380003	Moroxydine (substance)	0.3	g	O	NA
J05AX05	inosine pranobex	395749001	Inosine pranobex (substance)	3	g	O	NA
J05AX07	enfuvirtide	409127007	Enfuvirtide (substance)	0.18	g	P	NA
J05AX09	maraviroc	429603001	Maraviroc (substance)	0.6	g	O	NA
J05AX18	letermovir	763033005	Letermovir (substance)	0.48	g	O	NA
J05AX18	letermovir	763033005	Letermovir (substance)	0.48	g	P	NA
J05AX19	tilorone	30236005	Tilorone (substance)	0.125	g	O	NA
J05AX25	baloxavir marboxil	782500006	Baloxavir marboxil (substance)	40	mg	O	NA
J05AX27	favipiravir	1163580005	Favipiravir (substance)	1.6	g	O	NA
L02AA01	diethylstilbestrol	396026002	Diethylstilbestrol (substance)	3	mg	O	NA
L02AA02	polyestradiol phosphate	126084009	Polyestradiol phosphate (substance)	6	mg	P	NA
L02AA03	ethinylestradiol	126097006	Ethinylestradiol (substance)	1.5	mg	O	NA
L02AA04	fosfestrol	395979004	Fosfestrol (substance)	0.25	g	O	NA
L02AA04	fosfestrol	395979004	Fosfestrol (substance)	0.25	g	P	NA
L02AB01	megestrol	126091007	Megestrol (substance)	0.16	g	O	NA
L02AB02	medroxyprogesterone	126113007	Medroxyprogesterone (substance)	1	g	O	NA
L02AB02	medroxyprogesterone	126113007	Medroxyprogesterone (substance)	1	g	P	NA
L02AB03	gestonorone	395980001	Gestonorone (substance)	40	mg	P	NA
L02AE01	buserelin	395744006	Buserelin (substance)	0.11	mg	implant	NA
L02AE01	buserelin	395744006	Buserelin (substance)	1.2	mg	N	NA
L02AE01	buserelin	395744006	Buserelin (substance)	1.5	mg	P	NA
L02AE02	leuprorelin	397198002	Leuprorelin (substance)	60	mcg	implant	NA
L02AE02	leuprorelin	397198002	Leuprorelin (substance)	1	mg	P	NA
L02AE02	leuprorelin	397198002	Leuprorelin (substance)	0.134	mg	P	depot inj
L02AE03	goserelin	108771008	Goserelin (substance)	0.129	mg	implant	NA
L02AE04	triptorelin	395915003	Triptorelin (substance)	0.134	mg	P	depot inj
L02AE04	triptorelin	395915003	Triptorelin (substance)	0.1	mg	P	NA
L02AE05	histrelin	109049002	Histrelin (substance)	0.137	mg	implant	NA
L02BA02	toremifene	387588002	Toremifene (substance)	60	mg	O	NA
L02BA03	fulvestrant	385519002	Fulvestrant (substance)	8.3	mg	P	NA
L02BB01	flutamide	387587007	Flutamide (substance)	0.75	g	O	NA
L02BB02	nilutamide	96372005	Nilutamide (substance)	0.3	g	O	NA
L02BB03	bicalutamide	386908000	Bicalutamide (substance)	50	mg	O	NA
L02BB04	enzalutamide	703125003	Enzalutamide (substance)	0.16	g	O	NA
L02BB05	apalutamide	766972001	Apalutamide (substance)	0.24	g	O	NA
L02BG01	aminoglutethimide	387257000	Aminoglutethimide (substance)	1	g	O	NA
L02BG02	formestane	414288004	Formestane (substance)	18	mg	P	NA
L02BG03	anastrozole	386910003	Anastrozole (substance)	1	mg	O	NA
L02BG04	letrozole	386911004	Letrozole (substance)	2.5	mg	O	NA
L02BG06	exemestane	387017005	Exemestane (substance)	25	mg	O	NA
L02BX01	abarelix	407128008	Abarelix (substance)	3.6	mg	P	NA
L02BX02	degarelix	441864003	Degarelix (substance)	2.7	mg	P	NA
L02BX03	abiraterone	699678007	Abiraterone (substance)	1	g	O	NA
L03AA02	filgrastim	386948008	Filgrastim (substance)	0.35	mg	P	NA
L03AA03	molgramostim	395801004	Molgramostim (substance)	0.35	mg	P	NA
L03AA09	sargramostim	108967001	Sargramostim (substance)	0.45	mg	P	NA
L03AA10	lenograstim	395767008	Lenograstim (substance)	0.35	mg	P	NA
L03AA12	ancestim	703829006	Ancestim (substance)	1.4	mg	P	NA
L03AA13	pegfilgrastim	385544005	Pegfilgrastim (substance)	0.3	mg	P	NA
L03AA14	lipegfilgrastim	710282003	Lipegfilgrastim (substance)	0.3	mg	P	NA
L03AB01	interferon alfa natural	45754009	Interferon alfa (substance)	2	MU	P	NA
L03AB02	interferon beta natural	420710006	Interferon beta (substance)	33.33	TU	P	NA
L03AB03	interferon gamma	420303002	Interferon gamma (substance)	40	mcg	P	NA
L03AB04	interferon alfa-2a	386914007	Interferon alfa-2a (substance)	2	MU	P	NA
L03AB05	interferon alfa-2b	386915008	Interferon alfa-2b (substance)	2	MU	P	NA
L03AB06	interferon alfa-n1	419598008	Interferon alfa-n1 (substance)	5	MU	P	NA
L03AB07	interferon beta-1a	386902004	Interferon beta-1a (substance)	4.3	mcg	P	NA
L03AB08	interferon beta-1b	386903009	Interferon beta-1b (substance)	4	MU	P	NA
L03AB09	interferon alfacon-1	108745009	Interferon alfacon-1 (substance)	4	mcg	P	NA
L03AB10	peginterferon alfa-2b	395823000	Peginterferon alfa-2b (substance)	7.5	mcg	P	NA
L03AB11	peginterferon alfa-2a	421559001	Peginterferon alfa-2a (substance)	26	mcg	P	NA
L03AB13	peginterferon beta-1a	706897007	Peginterferon beta-1a (substance)	8.9	mcg	P	NA
L03AC01	aldesleukin	386917000	Aldesleukin (substance)	0.2	mg	P	NA
L03AC02	oprelvekin	108968006	Oprelvekin (substance)	3.5	mg	P	NA
L03AX05	pidotimod	713433002	Pidotimod (substance)	1.6	g	O	NA
L03AX11	tasonermin	421147008	Tasonermin (substance)	3.5	mg	P	NA
L03AX13	glatiramer acetate	108755008	Glatiramer acetate (substance)	20	mg	P	NA
L03AX14	histamine dihydrochloride	1217222003	Histamine dihydrochloride (substance)	0.5	mg	P	NA
L03AX15	mifamurtide	710284002	Mifamurtide (substance)	0.7	mg	P	NA
L03AX16	plerixafor	442264009	Plerixafor (substance)	16.8	mg	P	NA
L04AA02	muromonab-CD3	109137000	Muromonab-CD3 (substance)	5	mg	P	NA
L04AA04	antithymocyte immunoglobulin (rabbit)	768651008	Antithymocyte immunoglobulin (substance)	0.1	g	P	NA
L04AA06	mycophenolic acid	409330005	Mycophenolic acid (substance)	2	g	O	as mycophenolate mofetil
L04AA06	mycophenolic acid	409330005	Mycophenolic acid (substance)	2	g	P	as mycophenolate mofetil
L04AA10	sirolimus	387014003	Sirolimus (substance)	3	mg	O	NA
L04AA13	leflunomide	386981009	Leflunomide (substance)	20	mg	O	NA
L04AA18	everolimus	428698007	Everolimus (substance)	1.5	mg	O	NA
L04AA21	efalizumab	407005009	Efalizumab (substance)	10	mg	P	NA
L04AA23	natalizumab	414805007	Natalizumab (substance)	10	mg	P	NA
L04AA24	abatacept	421777009	Abatacept (substance)	27	mg	P	NA
L04AA25	eculizumab	427429004	Eculizumab (substance)	64	mg	P	NA
L04AA26	belimumab	449043000	Belimumab (substance)	25	mg	P	NA
L04AA27	fingolimod	449000008	Fingolimod (substance)	0.5	mg	O	NA
L04AA28	belatacept	713475001	Belatacept (substance)	12.5	mg	P	NA
L04AA29	tofacitinib	704313003	Tofacitinib (substance)	10	mg	O	NA
L04AA31	teriflunomide	703785006	Teriflunomide (substance)	14	mg	O	NA
L04AA32	apremilast	703350008	Apremilast (substance)	60	mg	O	NA
L04AA33	vedolizumab	704256006	Vedolizumab (substance)	5.4	mg	P	NA
L04AA34	alemtuzumab	129472003	Alemtuzumab (substance)	0.13	mg	P	NA
L04AA36	ocrelizumab	733464008	Ocrelizumab (substance)	3.29	mg	P	NA
L04AA37	baricitinib	726518002	Baricitinib (substance)	4	mg	O	NA
L04AA40	cladribine	386916009	Cladribine (substance)	0.34	mg	O	NA
L04AB01	etanercept	387045004	Etanercept (substance)	7	mg	P	NA
L04AB02	infliximab	386891004	Infliximab (substance)	3.75	mg	P	NA
L04AB04	adalimumab	407317001	Adalimumab (substance)	2.9	mg	P	NA
L04AB05	certolizumab pegol	430306004	Certolizumab pegol (substance)	14	mg	P	NA
L04AB06	golimumab	442435002	Golimumab (substance)	1.66	mg	P	NA
L04AC01	daclizumab	386977009	Daclizumab (substance)	5	mg	P	NA
L04AC02	basiliximab	386978004	Basiliximab (substance)	40	mg	P	course dose
L04AC03	anakinra	385549000	Anakinra (substance)	0.1	g	P	NA
L04AC04	rilonacept	430868007	Rilonacept (substance)	23	mg	P	NA
L04AC05	ustekinumab	443465002	Ustekinumab (substance)	0.54	mg	P	NA
L04AC07	tocilizumab	444648007	Tocilizumab (substance)	20	mg	P	NA
L04AC08	canakinumab	698091001	Canakinumab (substance)	2.7	mg	P	NA
L04AC10	secukinumab	708822004	Secukinumab (substance)	10	mg	P	NA
L04AC11	siltuximab	704262001	Siltuximab (substance)	37	mg	P	NA
L04AC12	brodalumab	726519005	Brodalumab (substance)	15	mg	P	NA
L04AC13	ixekizumab	724037000	Ixekizumab (substance)	2.9	mg	P	NA
L04AC14	sarilumab	735231009	Sarilumab (substance)	14.3	mg	P	NA
L04AC16	guselkumab	736494008	Guselkumab (substance)	1.79	mg	P	NA
L04AC17	tildrakizumab	771591006	Tildrakizumab (substance)	1.11	mg	P	NA
L04AC18	risankizumab	787732000	Risankizumab (substance)	1.67	mg	P	NA
L04AD01	ciclosporin	387467008	Ciclosporin (substance)	0.25	g	O	NA
L04AD01	ciclosporin	387467008	Ciclosporin (substance)	0.25	g	P	NA
L04AD02	tacrolimus	386975001	Tacrolimus (substance)	5	mg	O	NA
L04AD02	tacrolimus	386975001	Tacrolimus (substance)	5	mg	P	NA
L04AX01	azathioprine	372574004	Azathioprine (substance)	0.15	g	O	NA
L04AX01	azathioprine	372574004	Azathioprine (substance)	0.15	g	P	NA
L04AX02	thalidomide	78702007	Thalidomide (substance)	0.1	g	O	NA
L04AX03	methotrexate	387381009	Methotrexate (substance)	2.5	mg	O	NA
L04AX03	methotrexate	387381009	Methotrexate (substance)	2.5	mg	P	NA
L04AX04	lenalidomide	421471009	Lenalidomide (substance)	10	mg	O	NA
L04AX05	pirfenidone	439581000	Pirfenidone (substance)	2.4	g	O	NA
L04AX06	pomalidomide	703789000	Pomalidomide (substance)	3	mg	O	NA
L04AX07	dimethyl fumarate	724035008	Dimethyl fumarate (substance)	0.48	g	O	NA
M01AA01	phenylbutazone	273951003	Phenylbutazone (substance)	0.3	g	O	NA
M01AA01	phenylbutazone	273951003	Phenylbutazone (substance)	0.3	g	P	NA
M01AA01	phenylbutazone	273951003	Phenylbutazone (substance)	0.3	g	R	NA
M01AA03	oxyphenbutazone	387269008	Oxyphenbutazone (substance)	0.3	g	O	NA
M01AA03	oxyphenbutazone	387269008	Oxyphenbutazone (substance)	0.3	g	R	NA
M01AB01	indometacin	373513008	Indometacin (substance)	0.1	g	O	NA
M01AB01	indometacin	373513008	Indometacin (substance)	0.1	g	P	NA
M01AB01	indometacin	373513008	Indometacin (substance)	0.1	g	R	NA
M01AB02	sulindac	387513000	Sulindac (substance)	0.4	g	O	NA
M01AB02	sulindac	387513000	Sulindac (substance)	0.4	g	P	NA
M01AB02	sulindac	387513000	Sulindac (substance)	0.4	g	R	NA
M01AB03	tolmetin	372748008	Tolmetin (substance)	0.7	g	O	NA
M01AB03	tolmetin	372748008	Tolmetin (substance)	0.7	g	R	NA
M01AB04	zomepirac	96176000	Zomepirac (substance)	0.3	g	O	NA
M01AB05	diclofenac	7034005	Diclofenac (substance)	0.1	g	O	NA
M01AB05	diclofenac	7034005	Diclofenac (substance)	0.1	g	P	NA
M01AB05	diclofenac	7034005	Diclofenac (substance)	0.1	g	R	NA
M01AB06	alclofenac	391703003	Aceclofenac (substance)	1.25	g	O	NA
M01AB06	alclofenac	391703003	Aceclofenac (substance)	1.25	g	R	NA
M01AB08	etodolac	386860005	Etodolac (substance)	0.4	g	O	NA
M01AB11	acemetacin	391704009	Acemetacin (substance)	0.12	g	O	NA
M01AB15	ketorolac	372501008	Ketorolac (substance)	30	mg	O	NA
M01AB15	ketorolac	372501008	Ketorolac (substance)	30	mg	P	NA
M01AB16	aceclofenac	391703003	Aceclofenac (substance)	0.2	g	O	NA
M01AC01	piroxicam	387153005	Piroxicam (substance)	20	mg	O	NA
M01AC01	piroxicam	387153005	Piroxicam (substance)	20	mg	P	NA
M01AC01	piroxicam	387153005	Piroxicam (substance)	20	mg	R	NA
M01AC02	tenoxicam	395898001	Tenoxicam (substance)	20	mg	O	NA
M01AC02	tenoxicam	395898001	Tenoxicam (substance)	20	mg	P	NA
M01AC02	tenoxicam	395898001	Tenoxicam (substance)	20	mg	R	NA
M01AC05	lornoxicam	412013008	Lornoxicam (substance)	12	mg	O	NA
M01AC05	lornoxicam	412013008	Lornoxicam (substance)	12	mg	P	NA
M01AC05	lornoxicam	412013008	Lornoxicam (substance)	12	mg	R	NA
M01AC06	meloxicam	387055000	Meloxicam (substance)	15	mg	O	NA
M01AC06	meloxicam	387055000	Meloxicam (substance)	15	mg	P	NA
M01AC06	meloxicam	387055000	Meloxicam (substance)	15	mg	R	NA
M01AE01	ibuprofen	387207008	Ibuprofen (substance)	1.2	g	O	NA
M01AE01	ibuprofen	387207008	Ibuprofen (substance)	1.2	g	P	NA
M01AE01	ibuprofen	387207008	Ibuprofen (substance)	1.2	g	R	NA
M01AE02	naproxen	372588000	Naproxen (substance)	0.5	g	O	NA
M01AE02	naproxen	372588000	Naproxen (substance)	0.5	g	R	NA
M01AE03	ketoprofen	386832008	Ketoprofen (substance)	0.15	g	O	NA
M01AE03	ketoprofen	386832008	Ketoprofen (substance)	0.15	g	P	NA
M01AE03	ketoprofen	386832008	Ketoprofen (substance)	0.15	g	R	NA
M01AE04	fenoprofen	373525006	Fenoprofen (substance)	1.2	g	O	NA
M01AE05	fenbufen	396052008	Fenbufen (substance)	0.6	g	O	NA
M01AE07	suprofen	108849007	Suprofen (substance)	0.4	g	O	NA
M01AE09	flurbiprofen	373506008	Flurbiprofen (substance)	0.2	g	O	NA
M01AE09	flurbiprofen	373506008	Flurbiprofen (substance)	0.2	g	R	NA
M01AE11	tiaprofenic acid	395902007	Tiaprofenic acid (substance)	0.6	g	O	NA
M01AE11	tiaprofenic acid	395902007	Tiaprofenic acid (substance)	0.6	g	R	NA
M01AE12	oxaprozin	108518005	Oxaprozin (substance)	0.9	g	O	NA
M01AE14	dexibuprofen	418868002	Dexibuprofen (substance)	0.8	g	O	NA
M01AE17	dexketoprofen	396018005	Dexketoprofen (substance)	75	mg	O	NA
M01AE17	dexketoprofen	396018005	Dexketoprofen (substance)	75	mg	P	NA
M01AG01	mefenamic acid	387185008	Mefenamic acid (substance)	1	g	O	NA
M01AG02	tolfenamic acid	395910008	Tolfenamic acid (substance)	0.3	g	O	NA
M01AG02	tolfenamic acid	395910008	Tolfenamic acid (substance)	0.3	g	R	NA
M01AG03	flufenamic acid	1156232002	Flufenamic acid (substance)	0.5	g	O	NA
M01AH01	celecoxib	116081000	Celecoxib (substance)	0.2	g	O	NA
M01AH02	rofecoxib	387008005	Rofecoxib (substance)	25	mg	O	NA
M01AH03	valdecoxib	385584001	Valdecoxib (substance)	10	mg	O	NA
M01AH04	parecoxib	409135005	Parecoxib (substance)	40	mg	P	NA
M01AH05	etoricoxib	409134009	Etoricoxib (substance)	60	mg	O	NA
